job,city,company,people,salary,experience,education,skill

人工智能项目经理,广州·黄埔区·科学城,法本,10000人以上,14-22K,3-5年,本科,"计算机相关专业, 人工智能"

人工智能工程师,广州·天河区·珠江新城,亲邻科技,500-999人,12-20K,经验不限,本科,"Java, C++, Python, 深度学习算法, TensorFlow, PyTorch"

人工智能讲师,广州,广东蓝色畅想,100-499人,8-10K,1-3年,本科,TensorFlow/PyTorch

人工智能算法专家,广州·番禺区·市桥,奥玄信息,0-20人,10-15K·15薪,1-3年,硕士,"全职工作, 标注结果抽查, 图片标注, 文本标注, 分类标注, 数据分析能力强"

人工智能、编程老师,广州·越秀区·建设路,明尚科技,0-20人,5-8K,经验不限,本科,"大学/大专生, 集体授课, 小班教学（3-25人）, 线下教育, 线下授课, 讲义/教纲编写能力, 教师资格证, 教育学专业背景, 全职兼职均可, 坐班, 中学生, 课程/课件研发, 学前儿童/小学生"

科研岗位（人工智能方向）,广州·海珠区·官洲,广州人工智能与数...,100-499人,30-60K,经验不限,博士,"研究导向, 搜索/推荐, 语音/图像识别, Java, Python, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

课程研发经理（人工智能）,广州·天河区·车陂,广东越维信息科技...,100-499人,15-30K,3-5年,本科,"培训机构, 线上教育, 成人/通用, 职业与技能培训, IT培训, 有教育工作经验, 课程研发经验, 有教研经验, 人工智能, 课程设计"

销售经理（人工智能方向）,广州·黄埔区·万达广场,万维视景,20-99人,20-35K,1-3年,本科,"B端市场开发经验, 软件/信息化服务销售经验, 商务谈判技巧, 客户关系维护, 定制解决方案, 互联网/科技, 软件/SaaS, 教育培训, 教育行业, 产教融合, 人工智能"

人工智能算法工程师,广州·天河区·五山,数鹏通科技,100-499人,15-18K·13薪,1-3年,本科,"语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 数学/统计相关专业, 深度学习经验"

人工智能机器工程师,广州,北科检测集团有限公司,20-99人,15-25K,3-5年,大专,"风控/反欺诈, Python, C/C++, 英文读写能力良好, 深度学习经验, 机器学习算法/工程化经验"

人工智能教学讲师,广州·天河区·棠下,广州爱迪凯兴,0-20人,5-9K,1-3年,大专,"线下教育, 坐班, 大班教学（25人以上）, 中学生, 学前儿童/小学生, 玩教具制作, 理工科教育背景, 课程/课件研发, 全职"

人工智能工程师,广州·天河区·五山,汉风教育,0-20人,20-21K,1-3年,本科,"Java, 搜索算法, 推荐算法"

人工智能算法工程师,广州·越秀区·黄花岗,中科巨匠,20-99人,8-10K,1-3年,本科,"深度学习算法, 机器学习算法, 视觉图像算法, C++, Java, TensorFlow, PyTorch"

人工智能工程师,广州·天河区·林和,粤水科技,20-99人,25-35K·13薪,3-5年,硕士,"大数据, 人工智能"

AI开发工程师 - 人工智能,广州·海珠区·琶洲,带我飞,20-99人,15-30K,经验不限,本科,Java

ai人工智能工程师,广州·越秀区·东山口,亿启网络,20-99人,13-25K,3-5年,大专,"C/C++, 图像识别经验"

ai人工智能工程师,广州·海珠区·琶洲,丽好家,20-99人,15-20K·13薪,1-3年,硕士,"语音/图像识别, TensorFlow/PyTorch, Hadoop/Hive/Spark, CNN/RNN/LSTM"

AI人工智能ChatGPT数字人产品,广州·天河区·珠江新城,广州森泰,100-499人,15-30K,1-3年,本科,智能营销/广告

ai人工智能开发工程师,广州·天河区·珠江新城,广州恒禾,0-20人,10-15K,经验不限,大专,"语音/图像识别, Java, Python"

AI人工智能IChatGPT等应用的培训讲师,广州·白云区·石井,鲸典科技,0-20人,15-16K,5-10年,本科,"计算机相关专业, 机器学习算法/工程化经验, 英文读写能力良好"

广州兼职AI老师（少儿编程&人工智能方向）,广州·越秀区·沿江路,iLearn,20-99人,1-2K,经验不限,本科,"小学教育, 教师资格证"

互联网销售（AI人工智能+会销+高提成）,广州·越秀区·水荫,聚焦网络,500-999人,18-30K,1-3年,大专,"网络推广, 外贸销售, 电话销售, 销售专员, 招生顾问, 会销"

人工智能,广州·番禺区·石基,白色工业设计,100-499人,40-60K·13薪,5-10年,博士,"Wireshark, SAS, 数据分析, NoSQL, MongoDB, 数据结构"

人工智能,广州·白云区·嘉禾,唯匠美,0-20人,15-23K,3-5年,本科,"Java, 深度学习算法, 视觉图像算法, 视频算法, 数据分析, 数据库开发"

人工智能研究员,广州·荔湾区·芳村,信念智能机器人科技,20-99人,25-45K·13薪,3-5年,博士,"业务导向/研究导向, 语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, OpenCV, 计算机相关专业, 机器学习算法/工程化经验, 有国际期刊/会议论文发表"

人工智能专家,广州·黄埔区·开发区西区,朗姆莱特,20-99人,50-80K,10年以上,博士,C/C++

人工智能,广州·天河区·车陂,星瞳科技,20-99人,4-6K·13薪,1-3年,本科,"算法设计, STM32"

教师（人工智能方向）,广州·番禺区·沙头,智迈汇,20-99人,8-12K,1-3年,本科,"中学生, 学前儿童/小学生, 成人, 大型教育机构经验, 教育学专业背景, 熟练掌握计算机语言, 教师经验, 师范学校毕业, 懂编程懂开源硬件"

人工智能课程讲师,广州·天河区·员村,夺蓝网络,100-499人,4-8K,经验不限,学历不限,"人工智能, 机器学习, 深度学习"

人工智能产品经理,广州·天河区·车陂,搜游科技,20-99人,15-25K·13薪,3-5年,大专,"市场调研, 需求分析, 产品规划, 产品运营, 产品迭代, 项目管理"

人工智能项目经理,广州·黄埔区·科学城,法本,10000人以上,14-22K,3-5年,本科,"计算机相关专业, 人工智能"

人工智能工程师,广州·天河区·珠江新城,亲邻科技,500-999人,12-20K,经验不限,本科,"Java, C++, Python, 深度学习算法, TensorFlow, PyTorch"

人工智能讲师,广州,广东蓝色畅想,100-499人,8-10K,1-3年,本科,TensorFlow/PyTorch

人工智能算法专家,广州·番禺区·市桥,奥玄信息,0-20人,10-15K·15薪,1-3年,硕士,"全职工作, 标注结果抽查, 图片标注, 文本标注, 分类标注, 数据分析能力强"

人工智能、编程老师,广州·越秀区·建设路,明尚科技,0-20人,5-8K,经验不限,本科,"大学/大专生, 集体授课, 小班教学（3-25人）, 线下教育, 线下授课, 讲义/教纲编写能力, 教师资格证, 教育学专业背景, 全职兼职均可, 坐班, 中学生, 课程/课件研发, 学前儿童/小学生"

科研岗位（人工智能方向）,广州·海珠区·官洲,广州人工智能与数...,100-499人,30-60K,经验不限,博士,"研究导向, 搜索/推荐, 语音/图像识别, Java, Python, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

课程研发经理（人工智能）,广州·天河区·车陂,广东越维信息科技...,100-499人,15-30K,3-5年,本科,"培训机构, 线上教育, 成人/通用, 职业与技能培训, IT培训, 有教育工作经验, 课程研发经验, 有教研经验, 人工智能, 课程设计"

销售经理（人工智能方向）,广州·黄埔区·万达广场,万维视景,20-99人,20-35K,1-3年,本科,"B端市场开发经验, 软件/信息化服务销售经验, 商务谈判技巧, 客户关系维护, 定制解决方案, 互联网/科技, 软件/SaaS, 教育培训, 教育行业, 产教融合, 人工智能"

人工智能算法工程师,广州·天河区·五山,数鹏通科技,100-499人,15-18K·13薪,1-3年,本科,"语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 数学/统计相关专业, 深度学习经验"

人工智能机器工程师,广州,北科检测集团有限公司,20-99人,15-25K,3-5年,大专,"风控/反欺诈, Python, C/C++, 英文读写能力良好, 深度学习经验, 机器学习算法/工程化经验"

人工智能教学讲师,广州·天河区·棠下,广州爱迪凯兴,0-20人,5-9K,1-3年,大专,"线下教育, 坐班, 大班教学（25人以上）, 中学生, 学前儿童/小学生, 玩教具制作, 理工科教育背景, 课程/课件研发, 全职"

人工智能工程师,广州·天河区·五山,汉风教育,0-20人,20-21K,1-3年,本科,"Java, 搜索算法, 推荐算法"

人工智能算法工程师,广州·越秀区·黄花岗,中科巨匠,20-99人,8-10K,1-3年,本科,"深度学习算法, 机器学习算法, 视觉图像算法, C++, Java, TensorFlow, PyTorch"

人工智能工程师,广州·天河区·林和,粤水科技,20-99人,25-35K·13薪,3-5年,硕士,"大数据, 人工智能"

AI开发工程师 - 人工智能,广州·海珠区·琶洲,带我飞,20-99人,15-30K,经验不限,本科,Java

ai人工智能工程师,广州·越秀区·东山口,亿启网络,20-99人,13-25K,3-5年,大专,"C/C++, 图像识别经验"

ai人工智能工程师,广州·海珠区·琶洲,丽好家,20-99人,15-20K·13薪,1-3年,硕士,"语音/图像识别, TensorFlow/PyTorch, Hadoop/Hive/Spark, CNN/RNN/LSTM"

AI人工智能ChatGPT数字人产品,广州·天河区·珠江新城,广州森泰,100-499人,15-30K,1-3年,本科,智能营销/广告

ai人工智能开发工程师,广州·天河区·珠江新城,广州恒禾,0-20人,10-15K,经验不限,大专,"语音/图像识别, Java, Python"

AI人工智能IChatGPT等应用的培训讲师,广州·白云区·石井,鲸典科技,0-20人,15-16K,5-10年,本科,"计算机相关专业, 机器学习算法/工程化经验, 英文读写能力良好"

广州兼职AI老师（少儿编程&人工智能方向）,广州·越秀区·沿江路,iLearn,20-99人,1-2K,经验不限,本科,"小学教育, 教师资格证"

互联网销售（AI人工智能+会销+高提成）,广州·越秀区·水荫,聚焦网络,500-999人,18-30K,1-3年,大专,"网络推广, 外贸销售, 电话销售, 销售专员, 招生顾问, 会销"

人工智能,广州·番禺区·石基,白色工业设计,100-499人,40-60K·13薪,5-10年,博士,"Wireshark, SAS, 数据分析, NoSQL, MongoDB, 数据结构"

人工智能,广州·白云区·嘉禾,唯匠美,0-20人,15-23K,3-5年,本科,"Java, 深度学习算法, 视觉图像算法, 视频算法, 数据分析, 数据库开发"

人工智能研究员,广州·荔湾区·芳村,信念智能机器人科技,20-99人,25-45K·13薪,3-5年,博士,"业务导向/研究导向, 语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, OpenCV, 计算机相关专业, 机器学习算法/工程化经验, 有国际期刊/会议论文发表"

人工智能专家,广州·黄埔区·开发区西区,朗姆莱特,20-99人,50-80K,10年以上,博士,C/C++

人工智能,广州·天河区·车陂,星瞳科技,20-99人,4-6K·13薪,1-3年,本科,"算法设计, STM32"

教师（人工智能方向）,广州·番禺区·沙头,智迈汇,20-99人,8-12K,1-3年,本科,"中学生, 学前儿童/小学生, 成人, 大型教育机构经验, 教育学专业背景, 熟练掌握计算机语言, 教师经验, 师范学校毕业, 懂编程懂开源硬件"

人工智能课程讲师,广州·天河区·员村,夺蓝网络,100-499人,4-8K,经验不限,学历不限,"人工智能, 机器学习, 深度学习"

人工智能产品经理,广州·天河区·车陂,搜游科技,20-99人,15-25K·13薪,3-5年,大专,"市场调研, 需求分析, 产品规划, 产品运营, 产品迭代, 项目管理"

人工智能项目经理,广州·黄埔区·科学城,法本,10000人以上,14-22K,3-5年,本科,"计算机相关专业, 人工智能"

人工智能工程师,广州·天河区·珠江新城,亲邻科技,500-999人,12-20K,经验不限,本科,"Java, C++, Python, 深度学习算法, TensorFlow, PyTorch"

人工智能讲师,广州,广东蓝色畅想,100-499人,8-10K,1-3年,本科,TensorFlow/PyTorch

人工智能算法专家,广州·番禺区·市桥,奥玄信息,0-20人,10-15K·15薪,1-3年,硕士,"全职工作, 标注结果抽查, 图片标注, 文本标注, 分类标注, 数据分析能力强"

人工智能、编程老师,广州·越秀区·建设路,明尚科技,0-20人,5-8K,经验不限,本科,"大学/大专生, 集体授课, 小班教学（3-25人）, 线下教育, 线下授课, 讲义/教纲编写能力, 教师资格证, 教育学专业背景, 全职兼职均可, 坐班, 中学生, 课程/课件研发, 学前儿童/小学生"

科研岗位（人工智能方向）,广州·海珠区·官洲,广州人工智能与数...,100-499人,30-60K,经验不限,博士,"研究导向, 搜索/推荐, 语音/图像识别, Java, Python, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

课程研发经理（人工智能）,广州·天河区·车陂,广东越维信息科技...,100-499人,15-30K,3-5年,本科,"培训机构, 线上教育, 成人/通用, 职业与技能培训, IT培训, 有教育工作经验, 课程研发经验, 有教研经验, 人工智能, 课程设计"

销售经理（人工智能方向）,广州·黄埔区·万达广场,万维视景,20-99人,20-35K,1-3年,本科,"B端市场开发经验, 软件/信息化服务销售经验, 商务谈判技巧, 客户关系维护, 定制解决方案, 互联网/科技, 软件/SaaS, 教育培训, 教育行业, 产教融合, 人工智能"

人工智能算法工程师,广州·天河区·五山,数鹏通科技,100-499人,15-18K·13薪,1-3年,本科,"语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 数学/统计相关专业, 深度学习经验"

人工智能机器工程师,广州,北科检测集团有限公司,20-99人,15-25K,3-5年,大专,"风控/反欺诈, Python, C/C++, 英文读写能力良好, 深度学习经验, 机器学习算法/工程化经验"

人工智能教学讲师,广州·天河区·棠下,广州爱迪凯兴,0-20人,5-9K,1-3年,大专,"线下教育, 坐班, 大班教学（25人以上）, 中学生, 学前儿童/小学生, 玩教具制作, 理工科教育背景, 课程/课件研发, 全职"

人工智能工程师,广州·天河区·五山,汉风教育,0-20人,20-21K,1-3年,本科,"Java, 搜索算法, 推荐算法"

人工智能算法工程师,广州·越秀区·黄花岗,中科巨匠,20-99人,8-10K,1-3年,本科,"深度学习算法, 机器学习算法, 视觉图像算法, C++, Java, TensorFlow, PyTorch"

人工智能工程师,广州·天河区·林和,粤水科技,20-99人,25-35K·13薪,3-5年,硕士,"大数据, 人工智能"

AI人工智能销售,深圳·龙华区·龙华,聚焦网络,500-999人,15-20K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 企业服务, 广告, 软件/企业服务产品, 电话销售, sass软件销售, 会销, 品牌出海服务"

AI（人工智能）绘画,深圳·南山区·科技园,二木科技,100-499人,15-30K,经验不限,本科,"AI绘画, Stable Diffusion"

AI、人工智能工程师,深圳·龙岗区·坂田,华为技术有限公司,10000人以上,20-40K,3-5年,本科,"HTML/CSS, Hadoop, C/C++"

AI人工智能平面设计师,深圳·南山区·科技园,尚游游戏,100-499人,12-20K·13薪,经验不限,大专,"Stable Diffusion, LORA, Midjourney"

AI人工智能开发工程师,深圳·南山区·前海,Alvanon,100-499人,20-30K·14薪,5-10年,本科,"语音/图像识别, 云计算, Python, 计算机相关专业, 深度学习经验, 英文读写能力良好"

AI/人工智能/机器学习,深圳·龙岗区·坂田,华为,10000人以上,20-40K·16薪,在校/应届,硕士,"搜索/推荐, Python, 机器学习算法/工程化经验, 自然语言处理"

ai人工智能开发工程师,深圳·龙岗区·坂田,笔果教育科技,100-499人,8-13K,3-5年,本科,"智能营销/广告, 搜索/推荐, Python, C/C++, Java, 机器学习算法/工程化经验, 计算机相关专业, 深度学习经验, AI工具开发"

ai人工智能工程师,深圳·龙岗区·横岗,达利中国,10000人以上,11-22K,1-3年,本科,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

ai人工智能算法工程师,深圳,深圳织算科技有限公司,20-99人,20-40K·15薪,1-3年,本科,"Python, 机器学习算法/工程化经验, go, 能源, 人工智能"

高级医疗AI产品经理（智慧医疗/人工智能）,深圳·龙岗区·布吉,裕辰医疗科技,0-20人,16-25K,3-5年,硕士,"B端产品, 机器学习类AI, 智能医疗, AI机器人"

机器学习 深度学习 AI人工智能工程师,深圳·龙岗区·坂田,芯行,0-20人,15-20K·16薪,1-3年,本科,"翻译, 搜索/推荐, 语音/图像识别, Python, TensorFlow/PyTorch, Hadoop/Hive/Spark, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

15000起金融销售/人工智能Ai获客/轻松作业,深圳·福田区·市民中心,万东咨询,500-999人,15-30K,经验不限,高中,"个人（To C）, 电话销售经验, 无经验要求, 对企业/机构（To B）销售经验, 互联网金融, 企业服务, O2O, 金融产品, 其他产品/服务, 广告, 电话销售, 网络销售, 面销/陌拜, 五险一金, 双休, 新人开单快快则三天"

人工智能,深圳·南山区·科技园,瑞浠科技,0-20人,20-40K,经验不限,本科,"深度学习算法, 视觉图像算法, 自然语言处理, 推荐算法, 语音算法, 广告算法, TensorFlow, 数据挖掘"

人工智能工程师,深圳·南山区·大学城,深圳育成教育,0-20人,4-9K,1-3年,中专/中技,"人工智能, 编程经验"

人工智能工程师,深圳·福田区·华强北,深圳市金牛投资,0-20人,70-100K,经验不限,博士,"生物医疗, Python, TensorFlow/PyTorch, 计算机相关专业, 人工智能, 生物新药, 兼职"

人工智能工程师,深圳·南山区·科技园,美的集团,10000人以上,20-40K,经验不限,本科,"人工智能, 机器学习, 深度学习"

人工智能实习生,深圳·福田区·车公庙,银河咨询,500-999人,3-4K,1年以内,本科,"全职工作, 标注结果整理, 标注数据分析, 文本标注, 不接受居家办公"

人工智能工程师,深圳·南山区·科技园,海王集团,10000人以上,12-24K,1-3年,本科,"智能客服, NLP, 自然语言处理"

兼职人工智能讲师,深圳·南山区·科技园,广州智希信息咨询,20-99人,20-40K,3-5年,本科,"TensorFlow/PyTorch, CNN/RNN/LSTM, 数学/统计相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能研究员,深圳·南山区·南油,贝亚科技,100-499人,30-60K·16薪,经验不限,博士,"C/C++, 智能驾驶, TensorFlow/PyTorch, 博士, 深度学习经验, Python"

人工智能实习生,深圳·南山区·科技园,点宽科技,20-99人,80-120元/天,3天/周,本科,"Python, 深度学习算法, 自然语言处理, 视觉图像算法, 人工智能, TensorFlow"

人工智能专家,深圳·宝安区·石岩,康服智能,0-20人,30-50K·13薪,3-5年,硕士,"语音/图像识别, 智能驾驶, 云计算, Java, Python, OpenCV"

人工智能产品经理,深圳·龙华区·民治,鸿普森,100-499人,15-25K,5-10年,本科,"语义类AI, 语音类AI, 机器学习类AI"

人工智能研究院院长,深圳·南山区·科技园,深圳德奥,100-499人,50-80K·15薪,5-10年,博士,"语音/图像识别, GPT, NLP, 大模型/多模态"

人工智能专家,深圳·宝安区·石岩,嘉明特,20-99人,25-40K,3-5年,硕士,Python

人工智能算法专家,深圳·南山区·科技园,同为股份,1000-9999人,50-80K·14薪,5-10年,硕士,"OpenCV, 深度学习经验, 图像处理, 模式识别, 机器视觉"

人工智能工程师,深圳·南山区·科技园,联合信息,100-499人,12-24K,1-3年,本科,"AI, 语音/图像识别, 深度学习经验"

技术支持（人工智能）,深圳·宝安区·沙井,镭神智能,500-999人,5-9K,1-3年,大专,"可适应出差, 机器人"

高级人工智能工程师,深圳·福田区·车公庙,深圳市非同质科技,20-99人,4-7K,5-10年,本科,"语音/图像识别, Python, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能工程师,深圳·南山区·科技园,远力达,0-20人,15-20K,经验不限,本科,"语音/图像识别, Python, TensorFlow/PyTorch, CNN/RNN/LSTM, 机器学习算法/工程化经验, 深度学习经验, 英文读写能力良好"

AI人工智能销售,深圳·龙华区·龙华,聚焦网络,500-999人,15-20K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 企业服务, 广告, 软件/企业服务产品, 电话销售, sass软件销售, 会销, 品牌出海服务"

AI（人工智能）绘画,深圳·南山区·科技园,二木科技,100-499人,15-30K,经验不限,本科,"AI绘画, Stable Diffusion"

AI、人工智能工程师,深圳·龙岗区·坂田,华为技术有限公司,10000人以上,20-40K,3-5年,本科,"HTML/CSS, Hadoop, C/C++"

AI人工智能平面设计师,深圳·南山区·科技园,尚游游戏,100-499人,12-20K·13薪,经验不限,大专,"Stable Diffusion, LORA, Midjourney"

AI人工智能开发工程师,深圳·南山区·前海,Alvanon,100-499人,20-30K·14薪,5-10年,本科,"语音/图像识别, 云计算, Python, 计算机相关专业, 深度学习经验, 英文读写能力良好"

AI/人工智能/机器学习,深圳·龙岗区·坂田,华为,10000人以上,20-40K·16薪,在校/应届,硕士,"搜索/推荐, Python, 机器学习算法/工程化经验, 自然语言处理"

ai人工智能开发工程师,深圳·龙岗区·坂田,笔果教育科技,100-499人,8-13K,3-5年,本科,"智能营销/广告, 搜索/推荐, Python, C/C++, Java, 机器学习算法/工程化经验, 计算机相关专业, 深度学习经验, AI工具开发"

ai人工智能工程师,深圳·龙岗区·横岗,达利中国,10000人以上,11-22K,1-3年,本科,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

ai人工智能算法工程师,深圳,深圳织算科技有限公司,20-99人,20-40K·15薪,1-3年,本科,"Python, 机器学习算法/工程化经验, go, 能源, 人工智能"

高级医疗AI产品经理（智慧医疗/人工智能）,深圳·龙岗区·布吉,裕辰医疗科技,0-20人,16-25K,3-5年,硕士,"B端产品, 机器学习类AI, 智能医疗, AI机器人"

机器学习 深度学习 AI人工智能工程师,深圳·龙岗区·坂田,芯行,0-20人,15-20K·16薪,1-3年,本科,"翻译, 搜索/推荐, 语音/图像识别, Python, TensorFlow/PyTorch, Hadoop/Hive/Spark, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

15000起金融销售/人工智能Ai获客/轻松作业,深圳·福田区·市民中心,万东咨询,500-999人,15-30K,经验不限,高中,"个人（To C）, 电话销售经验, 无经验要求, 对企业/机构（To B）销售经验, 互联网金融, 企业服务, O2O, 金融产品, 其他产品/服务, 广告, 电话销售, 网络销售, 面销/陌拜, 五险一金, 双休, 新人开单快快则三天"

人工智能,深圳·南山区·科技园,瑞浠科技,0-20人,20-40K,经验不限,本科,"深度学习算法, 视觉图像算法, 自然语言处理, 推荐算法, 语音算法, 广告算法, TensorFlow, 数据挖掘"

人工智能工程师,深圳·南山区·大学城,深圳育成教育,0-20人,4-9K,1-3年,中专/中技,"人工智能, 编程经验"

人工智能工程师,深圳·福田区·华强北,深圳市金牛投资,0-20人,70-100K,经验不限,博士,"生物医疗, Python, TensorFlow/PyTorch, 计算机相关专业, 人工智能, 生物新药, 兼职"

人工智能工程师,深圳·南山区·科技园,美的集团,10000人以上,20-40K,经验不限,本科,"人工智能, 机器学习, 深度学习"

人工智能实习生,深圳·福田区·车公庙,银河咨询,500-999人,3-4K,1年以内,本科,"全职工作, 标注结果整理, 标注数据分析, 文本标注, 不接受居家办公"

人工智能工程师,深圳·南山区·科技园,海王集团,10000人以上,12-24K,1-3年,本科,"智能客服, NLP, 自然语言处理"

兼职人工智能讲师,深圳·南山区·科技园,广州智希信息咨询,20-99人,20-40K,3-5年,本科,"TensorFlow/PyTorch, CNN/RNN/LSTM, 数学/统计相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能研究员,深圳·南山区·南油,贝亚科技,100-499人,30-60K·16薪,经验不限,博士,"C/C++, 智能驾驶, TensorFlow/PyTorch, 博士, 深度学习经验, Python"

人工智能实习生,深圳·南山区·科技园,点宽科技,20-99人,80-120元/天,3天/周,本科,"Python, 深度学习算法, 自然语言处理, 视觉图像算法, 人工智能, TensorFlow"

人工智能专家,深圳·宝安区·石岩,康服智能,0-20人,30-50K·13薪,3-5年,硕士,"语音/图像识别, 智能驾驶, 云计算, Java, Python, OpenCV"

人工智能产品经理,深圳·龙华区·民治,鸿普森,100-499人,15-25K,5-10年,本科,"语义类AI, 语音类AI, 机器学习类AI"

人工智能研究院院长,深圳·南山区·科技园,深圳德奥,100-499人,50-80K·15薪,5-10年,博士,"语音/图像识别, GPT, NLP, 大模型/多模态"

人工智能专家,深圳·宝安区·石岩,嘉明特,20-99人,25-40K,3-5年,硕士,Python

人工智能算法专家,深圳·南山区·科技园,同为股份,1000-9999人,50-80K·14薪,5-10年,硕士,"OpenCV, 深度学习经验, 图像处理, 模式识别, 机器视觉"

人工智能工程师,深圳·南山区·科技园,联合信息,100-499人,12-24K,1-3年,本科,"AI, 语音/图像识别, 深度学习经验"

技术支持（人工智能）,深圳·宝安区·沙井,镭神智能,500-999人,5-9K,1-3年,大专,"可适应出差, 机器人"

高级人工智能工程师,深圳·福田区·车公庙,深圳市非同质科技,20-99人,4-7K,5-10年,本科,"语音/图像识别, Python, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能工程师,深圳·南山区·科技园,远力达,0-20人,15-20K,经验不限,本科,"语音/图像识别, Python, TensorFlow/PyTorch, CNN/RNN/LSTM, 机器学习算法/工程化经验, 深度学习经验, 英文读写能力良好"

AI人工智能销售,深圳·龙华区·龙华,聚焦网络,500-999人,15-20K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 企业服务, 广告, 软件/企业服务产品, 电话销售, sass软件销售, 会销, 品牌出海服务"

AI（人工智能）绘画,深圳·南山区·科技园,二木科技,100-499人,15-30K,经验不限,本科,"AI绘画, Stable Diffusion"

AI、人工智能工程师,深圳·龙岗区·坂田,华为技术有限公司,10000人以上,20-40K,3-5年,本科,"HTML/CSS, Hadoop, C/C++"

AI人工智能平面设计师,深圳·南山区·科技园,尚游游戏,100-499人,12-20K·13薪,经验不限,大专,"Stable Diffusion, LORA, Midjourney"

AI人工智能开发工程师,深圳·南山区·前海,Alvanon,100-499人,20-30K·14薪,5-10年,本科,"语音/图像识别, 云计算, Python, 计算机相关专业, 深度学习经验, 英文读写能力良好"

AI/人工智能/机器学习,深圳·龙岗区·坂田,华为,10000人以上,20-40K·16薪,在校/应届,硕士,"搜索/推荐, Python, 机器学习算法/工程化经验, 自然语言处理"

ai人工智能开发工程师,深圳·龙岗区·坂田,笔果教育科技,100-499人,8-13K,3-5年,本科,"智能营销/广告, 搜索/推荐, Python, C/C++, Java, 机器学习算法/工程化经验, 计算机相关专业, 深度学习经验, AI工具开发"

ai人工智能工程师,深圳·龙岗区·横岗,达利中国,10000人以上,11-22K,1-3年,本科,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

ai人工智能算法工程师,深圳,深圳织算科技有限公司,20-99人,20-40K·15薪,1-3年,本科,"Python, 机器学习算法/工程化经验, go, 能源, 人工智能"

高级医疗AI产品经理（智慧医疗/人工智能）,深圳·龙岗区·布吉,裕辰医疗科技,0-20人,16-25K,3-5年,硕士,"B端产品, 机器学习类AI, 智能医疗, AI机器人"

机器学习 深度学习 AI人工智能工程师,深圳·龙岗区·坂田,芯行,0-20人,15-20K·16薪,1-3年,本科,"翻译, 搜索/推荐, 语音/图像识别, Python, TensorFlow/PyTorch, Hadoop/Hive/Spark, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

15000起金融销售/人工智能Ai获客/轻松作业,深圳·福田区·市民中心,万东咨询,500-999人,15-30K,经验不限,高中,"个人（To C）, 电话销售经验, 无经验要求, 对企业/机构（To B）销售经验, 互联网金融, 企业服务, O2O, 金融产品, 其他产品/服务, 广告, 电话销售, 网络销售, 面销/陌拜, 五险一金, 双休, 新人开单快快则三天"

人工智能,深圳·南山区·科技园,瑞浠科技,0-20人,20-40K,经验不限,本科,"深度学习算法, 视觉图像算法, 自然语言处理, 推荐算法, 语音算法, 广告算法, TensorFlow, 数据挖掘"

人工智能工程师,深圳·南山区·大学城,深圳育成教育,0-20人,4-9K,1-3年,中专/中技,"人工智能, 编程经验"

人工智能工程师,深圳·福田区·华强北,深圳市金牛投资,0-20人,70-100K,经验不限,博士,"生物医疗, Python, TensorFlow/PyTorch, 计算机相关专业, 人工智能, 生物新药, 兼职"

人工智能工程师,深圳·南山区·科技园,美的集团,10000人以上,20-40K,经验不限,本科,"人工智能, 机器学习, 深度学习"

人工智能实习生,深圳·福田区·车公庙,银河咨询,500-999人,3-4K,1年以内,本科,"全职工作, 标注结果整理, 标注数据分析, 文本标注, 不接受居家办公"

人工智能工程师,深圳·南山区·科技园,海王集团,10000人以上,12-24K,1-3年,本科,"智能客服, NLP, 自然语言处理"

